Title,BodyPart,Equipment
hm comet,quadriceps,body only
hm couch stretch,quadriceps,body only
hm down up,quadriceps,body only
hm duck walk,quadriceps,body only
hm fragon,quadriceps,body only
hm frankenstein,quadriceps,body only
hm single-leg squat on chair,quadriceps,body only
hm single-leg touchdown,quadriceps,body only
hm speed skater,quadriceps,body only
hm squat jump,quadriceps,body only
hm squat lunge,quadriceps,body only
hm garland pose,quadriceps,body only
hm high knees,quadriceps,body only
hm in-and-out squat,quadriceps,body only
hm in-and-out squat jump,quadriceps,body only
hm jumping jack,quadriceps,body only
hm jumping knee-up,quadriceps,body only
hm jumping rope,quadriceps,body only
hm right calf-spike sumo pulse,quadriceps,body only
hm reverse lunge with kick,quadriceps,body only
hm left knee-up,quadriceps,body only
hm left-leg lunge and kick-out,quadriceps,body only
hm mountain pose,quadriceps,body only
hm butt kickers,quadriceps,body only
hm right-leg lunge and kick-out,quadriceps,body only
hm sumo get-up,quadriceps,body only
am jump squat,quadriceps,body only
am bodyweight squat,quadriceps,body only
high knees sprawl drill,quadriceps,body only
up bulgarian split squat,quadriceps,body only
un forward lunge,quadriceps,body only
un front foot elevated split squat,quadriceps,body only
uns half-kneeling hip flexor stretch,quadriceps,body only
uns low depth jump,quadriceps,body only
uns forward-to-reverse lunge,quadriceps,body only
holman towel squat thrust,quadriceps,body only
holman towel alternating prisoner squat,quadriceps,body only
holman towel alternating lateral lunge,quadriceps,body only
holman squat pull-through jump,quadriceps,body only
holman 180 jump,quadriceps,body only
holman foot-elevated knee-up to squat,quadriceps,body only
holman feet-elevated squat thrust,quadriceps,body only
holman hands-elevated lunge jump,quadriceps,body only
holman hands-elevated jack to split jump,quadriceps,body only
holman hands-elevated wide squat thrust,quadriceps,body only
holman hands-elevated squat thrust to split jack,quadriceps,body only
holman squat jump,quadriceps,body only
holman squat pulse,quadriceps,body only
holman jump-out push-up,quadriceps,body only
holman alternating forward lunge,quadriceps,body only
holman burpee to jump,quadriceps,body only
holman pilates single-leg stretch,quadriceps,body only
holman alternating reverse prisoner lunge,quadriceps,body only
holman narrow-wide squat jump to 180 jump,quadriceps,body only
holman 180 jump to lunge,quadriceps,body only
holman imaginary jump rope,quadriceps,body only
holman fast feet with hands up,quadriceps,body only
holman hands-elevated alternating lunge jump,quadriceps,body only
holman right split lunge,quadriceps,body only
holman left split lunge,quadriceps,body only
holman plyometric jump,quadriceps,body only
holman quad touch jump,quadriceps,body only
holman skate,quadriceps,body only
holman lunge jump,quadriceps,body only
holman flying squat thrust,quadriceps,body only
holman 90-degree jump,quadriceps,body only
holman half jack to 180 jump,quadriceps,body only
holman quick feet to quad touch jump,quadriceps,body only
holman squat thrust to push-up to super woman,quadriceps,body only
holman plyometric jump to 180 jump,quadriceps,body only
holman standing heel click to hands down heel click,quadriceps,body only
holman burpee to 180 jump,quadriceps,body only
holman traveling low jack to belly touch,quadriceps,body only
holman flying squat thrust to shoulder tap,quadriceps,body only
holman squat jump to alternating side lunge jump,quadriceps,body only
holman low squat with low diagonal dumbbell punch,quadriceps,body only
holman right leg hop to right reverse lunge,quadriceps,body only
holman left leg hop to left reverse lunge,quadriceps,body only
holman burpee to open stance,quadriceps,body only
holman diagonal squat thrust to renegade forward punch,quadriceps,body only
holman bear crawl,quadriceps,body only
holman bear crawl to donkey kick,quadriceps,body only
holman bear crawl to froggy push-up,quadriceps,body only
holman bear crawl to shoulder tap,quadriceps,body only
holman burpee to tuck jump,quadriceps,body only
holman burpee to flying squat thrust to tuck jump,quadriceps,body only
holman forward lunge to reverse lunge,quadriceps,body only
holman renegade lunge jump,quadriceps,body only
holman squat jump to lunge jump,quadriceps,body only
holman prisoner reverse lunge,quadriceps,body only
holman wide-to-narrow squat jump,quadriceps,body only
holman donkey run,quadriceps,body only
holman weighted wide-to-narrow squat jump,quadriceps,body only
holman wide-to-narrow donkey kick,quadriceps,body only
holman mule kick,quadriceps,body only
holman goal post to squat,quadriceps,body only
holman frogger squat to heel click,quadriceps,body only
holman stair sprint,quadriceps,body only
holman stair bear crawl,quadriceps,body only
holman burpee to flying squat thrust,quadriceps,body only
holman flying squat thrust to push-up,quadriceps,body only
holman foot-elevated step-to-lunge,quadriceps,body only
holman split lunge,quadriceps,body only
holman stair climb,quadriceps,body only
holman burpee to flying jack,quadriceps,body only
holman right reverse lunge,quadriceps,body only
holman left reverse lunge,quadriceps,body only
holman squat tap to hop,quadriceps,body only
holman squat tap to jump-forward-jump-back,quadriceps,body only
holman squat hip drive,quadriceps,body only
holman alternating double lunge hop,quadriceps,body only
holman right reverse lunge to front kick,quadriceps,body only
holman right leg forward lunge hop,quadriceps,body only
holman right squat thrust,quadriceps,body only
holman left reverse lunge to front kick,quadriceps,body only
holman left leg forward lunge hop,quadriceps,body only
holman left side diagonal burpee,quadriceps,body only
holman left squat thrust,quadriceps,body only
holman wide squat thrust,quadriceps,body only
holman alternating single-leg hop to squat to 180 jump,quadriceps,body only
holman right lunge hop to chest press,quadriceps,body only
holman left lunge hop to overhead press,quadriceps,body only
holman 180 jump hop forward hop back,quadriceps,body only
holman right split squat,quadriceps,body only
holman left split squat,quadriceps,body only
holman double squat pulse to 180 jump,quadriceps,body only
holman towel left side squat,quadriceps,body only
holman alternating lunge jump,quadriceps,body only
holman lunge jump to squat jump,quadriceps,body only
holman burpee with belly touch,quadriceps,body only
bootstrapper squat,quadriceps,body only
total fitness broad jump,quadriceps,body only
total fitness lateral lunge,quadriceps,body only
lateral shuffle,quadriceps,body only
total fitness skip,quadriceps,body only
total fitness spider lunge,quadriceps,body only
spider lunge stretch,quadriceps,body only
spider lunge with t-rotation,quadriceps,body only
standing quad stretch,quadriceps,body only
vertical jump,quadriceps,body only
king maker burpee,quadriceps,body only
king maker explosive high jump,quadriceps,body only
muscle beach skip,quadriceps,body only
muscle beach broad jump,quadriceps,body only
muscle beach sprint,quadriceps,body only
muscle beach front kick,quadriceps,body only
muscle beach side kick,quadriceps,body only
muscle beach spin kick,quadriceps,body only
muscle beach freestyle kick,quadriceps,body only
metaburn alternating curtsy lunge to squat,quadriceps,body only
metaburn alternating curtsy lunge with high knee,quadriceps,body only
metaburn alternating diagonal sprawl,quadriceps,body only
metaburn alternating lateral sprawl,quadriceps,body only
metaburn curtsy lunge,quadriceps,body only
metaburn frogger,quadriceps,body only
metaburn high knee rotation,quadriceps,body only
metaburn side-to-side lunge,quadriceps,body only
metaburn star jump,quadriceps,body only
metaburn tuck jump with knee slap,quadriceps,body only
metaburn lateral bounding hop,quadriceps,body only
metaburn double lunge,quadriceps,body only
robertson sprinter step-up,quadriceps,body only
fyr2 front kick-through,quadriceps,body only
lunge high-knee clap,quadriceps,body only
fyr2 plyo split squat,quadriceps,body only
fyr2 reverse burpee,quadriceps,body only
fyr2 reverse burpee to regular burpee,quadriceps,body only
fyr2 reverse burpee tuck jump,quadriceps,body only
fyr2 sprawlee,quadriceps,body only
fyr2 squat hold,quadriceps,body only
fyr2 squat jump,quadriceps,body only
fyr2 squat pulse,quadriceps,body only
sprinter burpee,quadriceps,body only
shuttle run training,quadriceps,body only
medicine ball ninja,quadriceps,medicine ball
fyr air ball plus medicine ball jumping sprawl,quadriceps,medicine ball
medicine ball cowboy squat,quadriceps,medicine ball
medicine ball jumping jill,quadriceps,medicine ball
wall ball toss,quadriceps,exercise ball
bosu ball squat,quadriceps,exercise ball
exercise ball bulgarian split squat,quadriceps,exercise ball
internal rotation with band,shoulders,bands
band pull apart,shoulders,bands
back flyes - with bands,shoulders,bands
lateral raise - with bands,shoulders,bands
shoulder press - with bands,shoulders,bands
external rotation with band,shoulders,bands
fyr band pull-apart,shoulders,bands
hm lateral raise,shoulders,bands
rusin banded over-and-back,shoulders,bands
rusin banded face pull,shoulders,bands
up band pull-apart,shoulders,bands
jordan shallow band-resisted thread the needle,shoulders,bands
30 shoulders seated banded barbell shoulder press,shoulders,bands
band shoulder press,shoulders,bands
band lateral raise,shoulders,bands
band upright row,shoulders,bands
staggered-stance band shoulder press,shoulders,bands
single-arm banded landmine press,shoulders,bands
band front raise rear fly row combo,shoulders,bands
jordan shallow foam roller thoracic extension,shoulders,foam roll
jordan shallow thread the needle (with foam roller),shoulders,foam roll
clean and press,shoulders,barbell
clean and jerk,shoulders,barbell
military press,shoulders,barbell
seated barbell shoulder press,shoulders,barbell
snatch-grip behind-the-neck overhead press,shoulders,barbell
standing bradford press,shoulders,barbell
barbell shoulder press,shoulders,barbell
barbell rear delt bent-over row,shoulders,barbell
barbell upright row,shoulders,barbell
bradford/rocky presses,shoulders,barbell
lying rear delt fly,shoulders,barbell
machine shoulder (military) press,shoulders,barbell
standing barbell press behind neck,shoulders,barbell
barbell front raise,shoulders,barbell
overhead bar front raise,shoulders,barbell
incline barbell shoulder protraction,shoulders,barbell
behind-the-head push-press,shoulders,barbell
rack delivery,shoulders,barbell
smith incline shoulder raise,shoulders,barbell
tall muscle snatch,shoulders,barbell
axle clean and press,shoulders,barbell
jerk balance,shoulders,barbell
seated ez-bar shrug,shoulders,barbell
paul carter barbell seated military press,shoulders,barbell
tbs barbell military press,shoulders,barbell
incline front barbell raise - gethin variation,shoulders,barbell
barbell front raise - gethin variation,shoulders,barbell
single-arm barbell lateral raise,shoulders,barbell
am upright row,shoulders,barbell
am barbell shoulder press,shoulders,barbell
standing barbell shoulder press,shoulders,barbell
king maker barbell thruster,shoulders,barbell
single-arm incline cable cross-over,shoulders,barbell
barbell bear complex,shoulders,barbell
30 shoulders barbell shrug,shoulders,barbell
30 shoulders incline face-up straight-bar front raise,shoulders,barbell
30 shoulders seated dumbbell shoulder press,shoulders,barbell
30 shoulders standing behind-the-head shoulder press,shoulders,barbell
30 shoulders standing barbell press,shoulders,barbell
fyr2 wide overhead press,shoulders,barbell
single-arm kettlebell push-press,shoulders,kettlebells
two-arm kettlebell military press,shoulders,kettlebells
alternating kettlebell press,shoulders,kettlebells
single-arm kettlebell snatch,shoulders,kettlebells
single-arm kettlebell clean and jerk,shoulders,kettlebells
kettlebell pirate ship,shoulders,kettlebells
two-arm kettlebell clean,shoulders,kettlebells
double kettlebell push press,shoulders,kettlebells
kettlebell seated press,shoulders,kettlebells
double kettlebell jerk,shoulders,kettlebells
kettlebell arnold press,shoulders,kettlebells
double-kettlebell windmill,shoulders,kettlebells
one-arm kettlebell split snatch,shoulders,kettlebells
one-arm kettlebell para press,shoulders,kettlebells
one-arm kettlebell split jerk,shoulders,kettlebells
one-arm kettlebell military press to the side,shoulders,kettlebells
one-arm kettlebell jerk,shoulders,kettlebells
double kettlebell snatch,shoulders,kettlebells
two-arm kettlebell jerk,shoulders,kettlebells
fyr kettlebell power clean,shoulders,kettlebells
kettlebell upright row,shoulders,kettlebells
kettlebell upright row and press,shoulders,kettlebells
single-arm kettlebell thruster,shoulders,kettlebells
double-kettlebell shoulder press,shoulders,kettlebells
double-kettlebell push-press,shoulders,kettlebells
hm kettlebell windmill,shoulders,kettlebells
hm kettlebell z-press,shoulders,kettlebells
taylor half-kneeling kettlebell halo,shoulders,kettlebells
taylor towel kettlebell farmer's walk,shoulders,kettlebells
fyr2 double-kettlebell alternating press,shoulders,kettlebells
fyr2 double-kettlebell thruster,shoulders,kettlebells
fyr2 half-kneeling kettlebell clean,shoulders,kettlebells
fyr2 kettlebell clean and press,shoulders,kettlebells
fyr2 kettlebell high pull to overhead press,shoulders,kettlebells
fyr2 kettlebell swing clean and press,shoulders,kettlebells
fyr2 single-arm kettlebell press,shoulders,kettlebells
fyr2 ascending-rep high-pull-press complex,shoulders,kettlebells
dumbbell front raise to lateral raise,shoulders,dumbbell
single-arm palm-in dumbbell shoulder press,shoulders,dumbbell
standing palms-in shoulder press,shoulders,dumbbell
seated dumbbell press,shoulders,dumbbell
standing dumbbell shoulder press,shoulders,dumbbell
single-arm lateral raise,shoulders,dumbbell
power partials,shoulders,dumbbell
incline dumbbell reverse fly,shoulders,dumbbell
overhead dumbbell front raise,shoulders,dumbbell
seated dumbbell shoulder press,shoulders,dumbbell
alternating standing shoulder press,shoulders,dumbbell
single-arm incline rear delt raise,shoulders,dumbbell
alternating dumbbell front raise,shoulders,dumbbell
alternating deltoid raise,shoulders,dumbbell
single-dumbbell front raise,shoulders,dumbbell
arnold press,shoulders,dumbbell
single-arm standing shoulder press,shoulders,dumbbell
dumbbell front raise,shoulders,dumbbell
bent-over dumbbell rear delt row,shoulders,dumbbell
incline dumbbell front raise,shoulders,dumbbell
side lateral raise,shoulders,dumbbell
dumbbell external shoulder rotation,shoulders,dumbbell
single-arm incline lateral raise,shoulders,dumbbell
seated rear delt fly,shoulders,dumbbell
dumbbell raise,shoulders,dumbbell
seated side lateral raise,shoulders,dumbbell
dumbbell lying rear lateral raise,shoulders,dumbbell
head-on-bench dumbbell rear delt raise,shoulders,dumbbell
cuban press,shoulders,dumbbell
reverse flyes with external rotation,shoulders,dumbbell
single-arm side lying rear fly,shoulders,dumbbell
single-arm dumbbell upright row,shoulders,dumbbell
dumbbell scaption,shoulders,dumbbell
see-saw press (alternating side press),shoulders,dumbbell
dumbbell incline shoulder raise,shoulders,dumbbell
single-arm half-kneeling shoulder press,shoulders,dumbbell
dumbbell clean and jerk,shoulders,dumbbell
dumbbell shoulder press with body rotation,shoulders,dumbbell
dumbbell fix dumbbell military press,shoulders,dumbbell
dumbbell fix standing dumbbell arnold press,shoulders,dumbbell
dumbbell fix dumbbell single-arm snatch,shoulders,dumbbell
paul carter rear-delt fly,shoulders,dumbbell
fyr dumbbell shoulder press,shoulders,dumbbell
fyr single-arm dumbbell press,shoulders,dumbbell
fyr dumbbell tempo l-raise,shoulders,dumbbell
dumbbell seesaw shoulder press,shoulders,dumbbell
fyr dumbbell front raise to lateral raise,shoulders,dumbbell
fyr dumbbell arnold press,shoulders,dumbbell
fyr dumbbell military press to dumbbell high pull to v-up,shoulders,dumbbell
fyr dumbbell thruster,shoulders,dumbbell
dumbbell hang snatch,shoulders,dumbbell
surfer sprawl,shoulders,dumbbell
dumbbell clean and press,shoulders,dumbbell
standing one-arm shoulder press - gethin variation,shoulders,dumbbell
incline front dumbbell raise - gethin variation,shoulders,dumbbell
dumbbell lateral raise,shoulders,dumbbell
incline rear-delt fly - gethin variation,shoulders,dumbbell
incline bench rear dumbbell fly - gethin variation,shoulders,dumbbell
dumbbell front raise and press,shoulders,dumbbell
rotator cuff warm-up,shoulders,dumbbell
seated lateral raise - gethin variation,shoulders,dumbbell
single-arm dumbbell arc row,shoulders,dumbbell
incline rear delt raises - gethin variation,shoulders,dumbbell
incline dumbbell y raise,shoulders,dumbbell
hm bent-over rear-delt fly,shoulders,dumbbell
hm dumbbell shoulder press,shoulders,dumbbell
hm single-leg overhead dumbbell press,shoulders,dumbbell
6 way shoulder raise,shoulders,dumbbell
seated dumbbell lateral raise,shoulders,dumbbell
am dumbbell shoulder press,shoulders,dumbbell
am dumbbell side raise,shoulders,dumbbell
am front raise,shoulders,dumbbell
up dumbbell lateral raise,shoulders,dumbbell
up seated dumbbell overhead press,shoulders,dumbbell
aa incline bench dumbbell reverse fly,shoulders,dumbbell
cm forward shoulder press,shoulders,dumbbell
dumbbell halo,shoulders,dumbbell
standing dumbbell scap raise,shoulders,dumbbell
holman overhead press,shoulders,dumbbell
holman slow weighted half jack to overhead press,shoulders,dumbbell
holman slow arnold press,shoulders,dumbbell
holman boat arnold press with feet push-out,shoulders,dumbbell
holman dumbbell hip drive to overhead press,shoulders,dumbbell
holman squat thrust to alternating renegade triceps press,shoulders,dumbbell
holman cheer press,shoulders,dumbbell
holman left arm press with right arm hold,shoulders,dumbbell
holman right arm press with left arm hold,shoulders,dumbbell
holman left front raise with right hold,shoulders,dumbbell
holman right front raise with left hold,shoulders,dumbbell
holman alternating front raise to side raise,shoulders,dumbbell
holman heavy right arm overhead press,shoulders,dumbbell
holman heavy left arm overhead press,shoulders,dumbbell
holman right arm heavy overhead press,shoulders,dumbbell
holman right diagonal lunge to overhead press,shoulders,dumbbell
holman left arm heavy overhead press,shoulders,dumbbell
holman weighted palms-in overhead press,shoulders,dumbbell
dumbbell racked carry,shoulders,dumbbell
dumbbell clean and push-press,shoulders,dumbbell
total fitness dumbbell farmer's carry,shoulders,dumbbell
single-arm dumbbell racked carry,shoulders,dumbbell
jordan shallow dumbbell pull-over,shoulders,dumbbell
king maker dumbbell lateral raise,shoulders,dumbbell
dumbbell shadow boxing,shoulders,dumbbell
king maker dumbbell farmer's carry,shoulders,dumbbell
king maker dumbbell shrug,shoulders,dumbbell
30 shoulders alternating dumbbell front raise,shoulders,dumbbell
30 shoulders bent-over dumbbell reverse fly,shoulders,dumbbell
30 shoulders dumbbell front raise,shoulders,dumbbell
30 shoulders dumbbell lateral raise,shoulders,dumbbell
30 shoulders dumbbell shrug,shoulders,dumbbell
30 shoulders incline face-down dumbbell reverse fly,shoulders,dumbbell
30 shoulders seated dumbbell front raise,shoulders,dumbbell
30 shoulders seated dumbbell side raise,shoulders,dumbbell
30 shoulders neutral-grip arnold press,shoulders,dumbbell
30 shoulders standing dumbbell upright row,shoulders,dumbbell
metaburn 3-way shoulder raise,shoulders,dumbbell
metaburn dumbbell overhead press,shoulders,dumbbell
metaburn single-leg arnold press,shoulders,dumbbell
rg forward-leaning dumbbell upright row,shoulders,dumbbell
rg alternating seated dumbbell lateral raise,shoulders,dumbbell
rg seated dumbbell shoulder press,shoulders,dumbbell
fyr2 dumbbell clean and jerk,shoulders,dumbbell
fyr2 dumbbell cross-body front raise,shoulders,dumbbell
fyr2 dumbbell front raise,shoulders,dumbbell
fyr2 dumbbell lateral raise,shoulders,dumbbell
fyr2 lateral raise hold,shoulders,dumbbell
fyr2 seesaw dumbbell military press,shoulders,dumbbell
fyr2 single-dumbbell halo,shoulders,dumbbell
fyr2 single-dumbbell overhead press,shoulders,dumbbell
car driver,shoulders,other
front plate raise,shoulders,other
battle ropes,shoulders,other
circus bell,shoulders,other
landmine linear jammer,shoulders,other
crucifix,shoulders,other
bar shoulder extension stretch,shoulders,other
chair upper body stretch,shoulders,other
sled reverse flye,shoulders,other
plate shoulder circle big to small,shoulders,other
sled overhead backward walk,shoulders,other
log lift,shoulders,other
standing suspended rear delt fly,shoulders,other
waiter's carry,shoulders,other
towel dumbbell front raise,shoulders,other
reach-roll-lift combo,shoulders,other
upright row - gethin variation,shoulders,other
squat press shoulder press - gethin variation,shoulders,other
plate lateral raise,shoulders,other
standing military press - gethin variation,shoulders,other
bent-over plate rear delt raise,shoulders,other
single-arm landmine press,shoulders,other
plate front raise,shoulders,other
holman slow overhead press,shoulders,other
30 shoulders plate front raise,shoulders,other
single-arm landmine push-press,shoulders,other
single-arm cable front raise,shoulders,cable
cable internal rotation,shoulders,cable
seated face pull,shoulders,cable
single-arm bent-over cable rear delt fly,shoulders,cable
seated cable shoulder press,shoulders,cable
standing face pull,shoulders,cable
standing cable rear delt row,shoulders,cable
standing low-pulley deltoid raise,shoulders,cable
standing crossed-cable rear delt fly,shoulders,cable
cable shoulder press,shoulders,cable
alternating cable shoulder press,shoulders,cable
cable seated lateral raise,shoulders,cable
single-arm lying cable front raise,shoulders,cable
lying cable front raise,shoulders,cable
cable rear delt fly - gethin variation,shoulders,cable
one-arm cable side raise - gethin variation,shoulders,cable
rope face pull - gethin variation,shoulders,cable
lying cable lateral raise,shoulders,cable
cable seated row,shoulders,cable
single-arm cable lateral raise,shoulders,cable
up cable face pull,shoulders,cable
aa cable leaning side raise,shoulders,cable
30 shoulders bent-over low cable reverse fly,shoulders,cable
30 shoulders cable rope face pull,shoulders,cable
30 shoulders cable straight-bar front raise,shoulders,cable
30 shoulders cable straight-bar upright row,shoulders,cable
30 shoulders high cable reverse fly,shoulders,cable
30 shoulders single-arm bent-over cable reverse fly,shoulders,cable
30 shoulders single-arm cable front raise,shoulders,cable
30 shoulders single-arm leaning cable lateral raise,shoulders,cable
rg 3-way single-arm rear delt cable fly,shoulders,cable
rg single-arm cross-body cable front raise,shoulders,cable
smith machine shoulder press,shoulders,machine
machine shoulder press,shoulders,machine
reverse machine flyes,shoulders,machine
single-arm smith machine upright row,shoulders,machine
machine lateral raise,shoulders,machine
smith machine behind-the-neck press,shoulders,machine
smith machine behind-the-neck press - gethin variation,shoulders,machine
30 shoulders leg press shoulder press,shoulders,machine
30 shoulders machine shoulder press,shoulders,machine
30 shoulders pec-deck reverse fly,shoulders,machine
30 shoulders smith machine behind-the-head press,shoulders,machine
30 shoulders smith machine shoulder press,shoulders,machine
handstand push-up,shoulders,body only
upward stretch,shoulders,body only
shoulder circles,shoulders,body only
cross-body shoulder stretch,shoulders,body only
arm circle,shoulders,body only
seated front deltoid,shoulders,body only
shoulder raise,shoulders,body only
hand stand push-up,shoulders,body only
wall walk,shoulders,body only
return push from stance,shoulders,body only
wall shoulder tap,shoulders,body only
bear crawl shoulder tap,shoulders,body only
shadow boxing,shoulders,body only
bear crawl fire feet,shoulders,body only
wall sprawl,shoulders,body only
bent over shoulder y,shoulders,body only
shoulder l,shoulders,body only
shoulder dislocation stretch-dowel,shoulders,body only
tbs inverted row,shoulders,body only
pvc shoulder stretch,shoulders,body only
shoulder t,shoulders,body only
hm arm circle,shoulders,body only
hm shoulder stretch,shoulders,body only
hm shoulder stretch on floor,shoulders,body only
hm shoulder tap,shoulders,body only
hm hand-on-wall stretch,shoulders,body only
hm jumping arm circle,shoulders,body only
kipping clapping pull-up,shoulders,body only
holman kneeling overhead press to donkey kick,shoulders,body only
floor angel,shoulders,body only
shoulder extension stretch,shoulders,body only
backward medicine ball throw,shoulders,medicine ball
medicine ball scoop throw,shoulders,medicine ball
standing two-arm overhead throw,shoulders,medicine ball
incline face-down bar front raise,shoulders,e-z curl bar
incline anti-gravity shoulder press,shoulders,e-z curl bar
30 shoulders ez-bar front raise,shoulders,e-z curl bar
bent-over shoulder rotation,shoulders,exercise ball
band overhead triceps press,triceps,bands
band overhead triceps extension,triceps,bands
band straight-arm pull-down,triceps,bands
band skullcrusher,triceps,bands
single-arm band kick-back,triceps,bands
incline ez-bar skullcrusher,triceps,barbell
decline close-grip bench to skull crusher,triceps,barbell
bench press - powerlifting,triceps,barbell
behind-the-head skullcrusher,triceps,barbell
standing barbell overhead triceps extension,triceps,barbell
reverse-grip bench press,triceps,barbell
bench press with chains,triceps,barbell
floor press,triceps,barbell
one arm floor press,triceps,barbell
pin presses,triceps,barbell
jm press with bands,triceps,barbell
jm press,triceps,barbell
floor press with chains,triceps,barbell
reverse band bench press,triceps,barbell
decline barbell triceps extension - gethin variation,triceps,barbell
am skullcrusher,triceps,barbell
30 arms close-grip bench press,triceps,barbell
30 arms barbell skullcrusher,triceps,barbell
fyr2 sprawl over kettlebell,triceps,kettlebells
dumbbell floor press,triceps,dumbbell
seated triceps press,triceps,dumbbell
tricep dumbbell kickback,triceps,dumbbell
standing dumbbell triceps extension,triceps,dumbbell
double-arm triceps kick-back,triceps,dumbbell
single-arm dumbbell triceps extension,triceps,dumbbell
decline dumbbell triceps extension,triceps,dumbbell
dumbbell skullcrusher,triceps,dumbbell
one arm pronated dumbbell triceps extension,triceps,dumbbell
one arm supinated dumbbell triceps extension,triceps,dumbbell
seated bent-over two-arm dumbbell triceps extension,triceps,dumbbell
tate press,triceps,dumbbell
standing bent-over one-arm dumbbell triceps extension,triceps,dumbbell
seated bent-over one-arm dumbbell triceps extension,triceps,dumbbell
dumbbell tricep extension -pronated grip,triceps,dumbbell
v-sit with overhead triceps extension,triceps,dumbbell
pjr pull-over,triceps,dumbbell
paul carter dumbbell kick-back,triceps,dumbbell
single-arm dumbbell skullcrusher,triceps,dumbbell
dumbbells-together incline bench press,triceps,dumbbell
incline dumbbell overhead triceps extension,triceps,dumbbell
dumbbell crush press,triceps,dumbbell
holman hovering renegade triceps press,triceps,dumbbell
holman heavy triceps press to overhead press,triceps,dumbbell
total fitness close-grip dumbbell press,triceps,dumbbell
dumbbell row to triceps kick-back,triceps,dumbbell
rolling triceps press,triceps,dumbbell
metaburn skullcrusher to ab crunch,triceps,dumbbell
fyr2 single-dumbbell triceps extension,triceps,dumbbell
30 arms overhead dumbbell triceps extension,triceps,dumbbell
30 arms dumbbell skullcrusher,triceps,dumbbell
30 arms dumbbell kick-back,triceps,dumbbell
30 arms bfr dumbbell kick-back,triceps,dumbbell
dumbbell saw triceps skullcrusher,triceps,dumbbell
chain handle extension,triceps,other
sled overhead triceps extension,triceps,other
body triceps press using flat bench,triceps,other
suspended triceps press,triceps,other
seated triceps push-down,triceps,other
machine triceps extension-,triceps,other
holman overhead weighted triceps press,triceps,other
30 arms weighted triceps dip,triceps,other
cable v-bar push-down,triceps,cable
reverse grip triceps pushdown,triceps,cable
kneeling cable triceps extension,triceps,cable
single-arm cable triceps extension,triceps,cable
dip machine,triceps,cable
triceps pushdown,triceps,cable
low cable overhead triceps extension,triceps,cable
lying cable triceps extension,triceps,cable
low cable triceps extension,triceps,cable
cable overhead triceps extension,triceps,cable
single-arm low cable triceps extension,triceps,cable
incline cable straight-bar triceps extension,triceps,cable
paul carter overhead rope triceps extension,triceps,cable
tbs rope cable push-down,triceps,cable
single-arm cable triceps kick-back,triceps,cable
incline cable rope triceps extension,triceps,cable
reverse-grip cable straight-bar push-down,triceps,cable
kneeling cable triceps extension - gethin variation,triceps,cable
cable overhead triceps extension - gethin variation,triceps,cable
reverse-grip cable triceps pushdown - gethin variation,triceps,cable
cable triceps extension - gethin variation,triceps,cable
single-arm incline triceps extension,triceps,cable
triceps overhead extension with rope - gethin variation,triceps,cable
cable rope push-down,triceps,cable
cable straight-bar push-down,triceps,cable
straight-arm bar pull-down,triceps,cable
am rope triceps pushdown,triceps,cable
am bar triceps push-down,triceps,cable
rope overhead triceps extension,triceps,cable
up rope push-down,triceps,cable
up triceps extension straight-bar push-down,triceps,cable
ld cable one-arm upright row,triceps,cable
30 arms underhand cable straight-bar push-down,triceps,cable
30 arms single-arm reverse-grip cable push-down,triceps,cable
30 arms cable v-bar push-down,triceps,cable
30 arms cable straight-bar push-down,triceps,cable
30 arms cable rope push-down,triceps,cable
30 arms cable rope overhead triceps extension,triceps,cable
bfr underhand straight-bar push-down,triceps,cable
bfr overhand straight-bar push-down,triceps,cable
bfr cable rope push-down,triceps,cable
triceps pressdown,triceps,cable
machine triceps extension,triceps,machine
smith machine end-grip shoulder press,triceps,machine
assist machine triceps push-down,triceps,machine
smith machine close-grip bench press-,triceps,machine
machine triceps extension - gethin variation,triceps,machine
overhead machine triceps extension - gethin variation,triceps,machine
30 arms machine triceps dip,triceps,machine
triceps dip,triceps,body only
weighted bench dip,triceps,body only
push-ups - close triceps position,triceps,body only
parallel bar dip,triceps,body only
ring dip,triceps,body only
feet-elevated bench dip,triceps,body only
bodyweight triceps press,triceps,body only
standing towel triceps extension,triceps,body only
tricep side stretch,triceps,body only
triceps stretch,triceps,body only
overhead triceps,triceps,body only
russian bar dip,triceps,body only
straight-arm plank with kick-back,triceps,body only
tbs dip,triceps,body only
bench dips - gethin variation,triceps,body only
banded dip,triceps,body only
bench dip - gethin variation,triceps,body only
hm chair dip,triceps,body only
bench dip,triceps,body only
holman step triceps dip,triceps,body only
holman chair triceps dip,triceps,body only
bodyweight triceps rope press,triceps,body only
holman heavy triceps overhead press,triceps,body only
holman couch triceps dip,triceps,body only
fyr2 triceps push-up,triceps,body only
30 arms triceps dip,triceps,body only
30 arms close-grip push-up,triceps,body only
30 arms bfr close-grip push-up,triceps,body only
supine chest throw,triceps,medicine ball
decline ez-bar skullcrusher,triceps,e-z curl bar
ez-bar skullcrusher,triceps,e-z curl bar
ez-bar skullcrusher-,triceps,e-z curl bar
lying close-grip barbell triceps press to chin,triceps,e-z curl bar
ez-bar skullcrusher - gethin variation,triceps,e-z curl bar
tbs skullcrusher,triceps,e-z curl bar
